agency_cd	site_no	station_nm	site_tp_cd	lat_va	long_va	latitude	longitude	coord_meth_cd	coord_acy_cd	coord_datum_cd	dec_coord_datum_cd	district_cd	state_cd	county_cd	country_cd	land_net_ds	map_nm	map_scale_fc	alt_va	alt_meth_cd	alt_acy_va	alt_datum_cd	huc_cd	basin_cd	topo_cd	instruments_cd	construction_dt	inventory_dt	drain_area_va	contrib_drain_area_va	tz_cd	local_time_fg	reliability_cd	gw_file_cd	nat_aqfr_cd	aqfr_cd	aqfr_type_cd	well_depth_va	hole_depth_va	depth_src_cd	project_no
USGS	11173550	ALAMEDA C TRIB NO 2 NR WARM SPRINGS CA	ST	373115	1215049	37.52076916	-121.8480115	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			0.47		PST	Y		NNNNNNNN							
USGS	11173560	ALAMEDA C TRIB NO 1 NR WARM SPRINGS CA	ST	373114	1215048	37.52049139	-121.8477337	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			0.35		PST	Y		NNNNNNNN							
USGS	11173575	ALAMEDA C BL WELCH C NR SUNOL CA	ST	373226	1215119	37.5404908	-121.856345	G	S	NAD27	NAD83	06	06	001	US		LA COSTA VALLEY	  24000	 300	L	 20	NGVD29	18050004			NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN			149		PST	Y		NNNNNNNN							470600104
USGS	11174000	SAN ANTONIO C NR SUNOL CA	ST	373439	1215124	37.577434	-121.857734	M	S	NAD27	NAD83	06	06	001	US		LA COSTA VALLEY	  24000	 271.56	L	.01	NGVD29	18050004			NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN			37.0		PST	Y		NNNNNNNN							470600104
USGS	11174060	ALAMEDA C A HWY 680 NR SUNOL CA	ST	373433	1215223	37.57576754	-121.8741234	M	S	NAD27	NAD83	06	06	001	US		LA COSTA VALLEY	  24000	 250	M	 20	NGVD29	18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			191		PST	Y		NNNNNNNN							470600404
USGS	11174200	ALAMEDA C A SUNOL CA	ST	373515	1215321	37.58743394	-121.890235	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			198		PST	Y		NNNNNNNN							
USGS	11174450	BIG CYN C NR DUBLIN CA	ST	374315	1215625	37.72076255	-121.9413475	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			1.13		PST	Y		NNNNNNNN							
USGS	11174500	ALAMO C A DUBLIN CA	ST	374205	1215505	37.7013188	-121.9191247	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			38.7		PST	Y		NNNNNNNN							
USGS	11174600	ALAMO CN NR PLEASANTON CA	ST	374110	1215454	37.68604159	-121.916069	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			40.8		PST	Y		NNNNNNNN							
USGS	11174610	DSRSD (VCSD) WASTEWAY NR PLEASANTON CA	FA-WWD	374109	1215453	37.6857638	-121.9157913	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	11176000	ARROYO MOCHO NR LIVERMORE CA	ST	373735	1214213	37.62632039	-121.7046734	M	S	NAD27	NAD83	06	06	001	US		DUBLIN	  24000	 746.49	L	.01	NGVD29	18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			38.2		PST	Y		NNNNNNNN							470600404
USGS	11176090	ARROYO MOCHO A LIVERMORE CA	ST	374037	1214848	37.67687486	-121.8143992	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			50.8		PST	Y		NNNNNNNN							
USGS	11176100	ARROYO LAS POSITAS AB LIVERMORE CA	ST	374140	1214249	37.69437417	-121.714674	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			7.82		PST	Y		NNNNNNNN							
USGS	11176140	ALTAMONT C NR LIVERMORE CA	ST	374323	1214341	37.72298447	-121.7291189	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			13.4		PST	Y		NNNNNNNN							
USGS	11176145	ARROYO LAS POSITAS A LIVERMORE CA	ST	374200	1214622	37.69992957	-121.7738424	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			53.3		PST	Y		NNNNNNNN							
USGS	11176150	ARROYO LAS POSITAS NR LIVERMORE CA	ST	374152	1214815	37.6977075	-121.8052322	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			64.6		PST	Y		NNNNNNNN							
USGS	11176160	LIVERMORE TREATMENT PLANT #1 NR LIVERMORE CA	FA-WWD	374147	1214835	37.69631867	-121.810788	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	11176170	LIVERMORE TREATMENT PLANT #2 NR LIVERMORE CA	FA-WWTP									06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	11176180	ARROYO LAS POSITAS A ELCH RD NR PLEASANTON CA	ST	374149	1215054	37.6968743	-121.8494003	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			75.0		PST	Y		NNNNNNNN							
USGS	11176200	ARROYO MOCHO NR PLEASANTON CA	ST	374126	1215220	37.6904857	-121.8732899	M	F	NAD27	NAD83	06	06	001	US				 319.51	M	.01	NGVD29	18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			142		PST	Y		NNNNNNNN							
USGS	11176300	TASSAJARA C NR PLEASANTON CA	ST	374157	1215241	37.69909655	-121.8791234	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			26.8		PST	Y		NNNNNNNN							
USGS	11176325	ARROYO MOCHO A HOPYARD RD A PLEASANTON CA	ST	374049	1215410	37.6802084	-121.9038465	M	S	NAD27	NAD83	06	06	001	US		DUBLIN	  24000	 310	M	 20	NGVD29	18070203			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							470600404
USGS	11176350	ARROYO DE LA LAGUNA AB AV NR PLEASANTON CA	ST	373946	1215419	37.66270908	-121.9063466	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			224		PST	Y		NNNNNNNN							
USGS	11176400	ARROYO VALLE BL LANG CYN NR LIVERMORE CA	ST	373341	1214058	37.56132196	-121.6838389	M	F	NAD27	NAD83	06	06	001	US	  NENES30 T04S  R03E			 750	M	 17	NGVD29	18050004			NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN			130		PST	Y		NNNNNNNN							
USGS	11176500	ARROYO VALLE NR LIVERMORE CA	ST	373724	1214528	37.62326509	-121.7588418	M	F	NAD27	NAD83	06	06	001	US				 510.44	M	.01	NGVD29	18050004			NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN			147		PST	Y		NNNNNNNN							
USGS	11176550	ARROYO VALLE TRIB NR LIVERMORE CA	ST	373859	1214753	37.6496534	-121.7991209	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			3.58		PST	Y		NNNNNNNN							
USGS	11176600	ARROYO VALLE A PLEASANTON CA	ST	374002	1215254	37.66715326	-121.8827347	M	S	NAD27	NAD83	06	06	001	US		DUBLIN	  24000	 312.46	L	.01	NGVD29	18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			171		PST	Y		NNNNNNNN							470600104
USGS	11176710	ARROYO DE LA LAGUNA A BERNAL AVE A PLEASANTON CA	ST	373919	1215415	37.65520935	-121.9052354	M	S	NAD27	NAD83	06	06	001	US		DUBLIN	  24000	 304	M	 20	NGVD29	18070302			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							470600404
USGS	11176900	ARROYO DE LA LAGUNA A VERONA CA	ST	373736	1215255	37.62659915	-121.8830126	M	S	NAD27	NAD83	06	06	001	US		DUBLIN	  24000	 280	M	 20	NGVD29	18050004			NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN			403		PST	Y		NNNNNNNN							967700102
USGS	11177000	ARROYO DE LA LAGUNA NR PLEASANTON CA	ST	373655	1215250	37.61521066	-121.8816236	M	F	NAD27	NAD83	06	06	001	US				 251.40	M	.01	NGVD29	18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			405		PST	Y		NNNNNNNN							
USGS	11177200	VALLECITOS C A SUNOL CA	ST	373542	1215251	37.5949336	-121.8819015	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			7.48		PST	Y		NNNNNNNN							
USGS	11177300	SINBAD C A SUNOL CA	ST	373541	1215307	37.59465587	-121.886346	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			6.50		PST	Y		NNNNNNNN							
USGS	11178400	STONYBROOK C NR NILES CA	ST	373554	1215651	37.59826736	-121.9485703	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			6.89		PST	Y		NNNNNNNN							
USGS	11179000	ALAMEDA C NR NILES CA	ST	373514	1215735	37.58715679	-121.960793	M	F	NAD27	NAD83	06	06	001	US	    NWS15 T04S  R01W			 85.65	L	.01	NGVD29	18050004			NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN			633		PST	Y		NNNNNNNN							
USGS	11179005	ALAMEDA C TRIB NR NILES CA	ST	373515	1215740	37.58743457	-121.9621819	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			0.28		PST	Y		NNNNNNNN							
USGS	11179010	SAN FRANCISCO RELEASE A NILES RE AT NILES CA	LK	373455	1215735	37.5818792	-121.960793	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	11179040	KAISER PIT A NILES CA	LK	373408	1215856	37.5688244	-121.9832938	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	11179050	SHINN PIT A NILES CA	LK	373412	1215915	37.5699355	-121.9885718	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	11179100	ALAMEDA C NR FREMONT CA	ST	373400	1220002	37.56660245	-122.0016278	M	S	NAD27	NAD83	06	06	001	US	  SWSWS20 T04S  R01W	NEWARK	  24000	 48	M	 10	NGVD29	18050004			NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN			638		PST	Y									GC12ZG-00102
USGS	11179400	THE LAKE AT NEWARK CA	LK	373314	1223206	37.55382769	-122.5360898	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	11179500	CRANDALL C NR CENTERVILLE CA	ST	373410	1220145	37.56938	-122.0302396	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	11180000	ALAMEDA C NR DECOTO CA	ST	373515	1220215	37.5874348	-122.038573	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			639		PST	Y		NNNNNNNN							
USGS	11180500	DRY C A UNION CITY CA	ST	373622	1220122	37.6060452	-122.0238504	M	F	NAD27	NAD83	06	06	001	US				 85.12	L	.01	NGVD29	18050004			NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN			9.39		PST	Y		NNNNNNNN							
USGS	11180700	ALAMEDA C FLOOD CHANNEL A UNION CITY CA	ST	373509	1220250	37.58576818	-122.0482955	M	F	NAD27	NAD83	06	06	001	US				 4.13	L	.01	NGVD29	18050004			NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	11180750	ALAMEDA C A UNION CITY CA	ST	373546	1220315	37.5960455	-122.0552401	M	F	NAD27	NAD83	06	06	001	US				 0.40	M	.01	NGVD29	18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	11180790	COYOTE HILLS SLOUGH NR UNION CITY CA	ST	373355	1220744	37.56527778	-122.1288889	M	S	NAD83	NAD83	06	06	001	US		REDWOOD POINT	  24000	 0	M	2.5	NGVD29	18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	N									9677-ar400
USGS	11180810	PALOMARES C NR HAYWARD CA	ST	374140	1220126	37.6943749	-122.0249613	M	S	NAD27	NAD83	06	06	001	US		HAYWARD	  24000	 310	M	 10	NGVD29	18050004			YNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			9.08		PST	Y		NNNNNNNN							470600102
USGS	11180825	SAN LORENZO C AB DON CASTRO RES NR CASTRO V CA	ST	374143	1220238	37.69520825	-122.044962	M	S	NAD27	NAD83	06	06	001	US		HAYWARD	  24000	 260	M	 10	NGVD29	18050004			YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN			18.0		PST	Y		NNNNNNNN							470600102
USGS	11180900	CROW C NR HAYWARD CA	ST	374218	1220234	37.70493008	-122.0438508	M	S	NAD27	NAD83	06	06	001	US		HAYWARD	  24000	 270	M	 10	NGVD29	18050004			YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN			10.5		PST	Y		NNNNNNNN							470600102
USGS	11180940	CULL C TRIB 4 AB CULL C RES NR CASTRO VALLEY CA	ST	374502	1220321	37.75048387	-122.0569068	M	F	NAD27	NAD83	06	06	001	US		LAS TRAMPAS	 24000	 520	M	 20	NGVD29	18050004		C	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19791121	0.45		PST	Y		NNNNNNNN							470600402
USGS	11180960	CULL C AB CULL C RES NR CASTRO VALLEY CA	ST	374304	1220312	37.71770737	-122.0544067	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN			5.79		PST	Y		NNNNNNNN							
USGS	11180965	CULL C BL CULL C DAM NR CASTRO VALLEY CA	ST	374208	1220315	37.7021524	-122.05524	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			6.37		PST	Y		NNNNNNNN							
USGS	11181000	SAN LORENZO C A HAYWARD CA	ST	374108	1220348	37.68548644	-122.064407	M	S	NAD27	NAD83	06	06	001	US		HAYWARD	  24000	 133.16	L	.05	NGVD29	18050004			YNNNYNNNNNNNNNNNNNNNNNNNNNNNNN			37.5		PST	Y		NNNNNNNN							470600102
USGS	11181004	CASTRO VALLEY C A CASTRO VALLEY CA	ST	374242	1220345	37.7115965	-122.0635737	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			0.98		PST	Y		NNNNNNNN							
USGS	11181006	CASTRO VALLEY C A KNOX ST AT CASTRO VAL CA	ST	374056	1220444	37.68215326	-122.079963	M	S	NAD27	NAD83	06	06	001	US		HAYWARD	  24000	 130	M	 10	NGVD29	18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			2.20		PST	Y		NNNNNNNN							470600102
USGS	11181008	CASTRO VALLEY C A HAYWARD CA	ST	374048	1220446	37.6799311	-122.0805186	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN			5.51		PST	Y		NNNNNNNN							
USGS	11181040	SAN LORENZO C A SAN LORENZO CA	ST	374103	1220820	37.6840977	-122.1399649	M	F	NAD27	NAD83	06	06	001	US				 6.13	L	.01	NGVD29	18050004			NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN			44.6		PST	Y		NNNNNNNN							
USGS	11181300	PERALTA C A OAKLAND CA	ST	374659	1221306	37.78298369	-122.2194124	M	F	NAD27	NAD83	06	06	001	US								18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			1.67		PST	Y		NNNNNNNN							
USGS	11181330	TEMESCAL C AB LK TEMESCAL A OAKLAND CA	ST	375038	1221335	37.8438154	-122.2274681	M	F	NAD27	NAD83	06	06	001	US								18050002			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			1.74		PST	Y		NNNNNNNN							
USGS	11181335	CALDECOTT C A LK TEMESCAL AT OAKLAND CA	ST	375048	1221340	37.8465931	-122.228857	M	F	NAD27	NAD83	06	06	001	US								18050002			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			0.83		PST	Y		NNNNNNNN							
USGS	11312925	MOUNTAIN HOUSE C NR MIDWAY CA	ST	374445	1213500	37.74576226	-121.5843932	M	F	NAD27	NAD83	06	06	001	US								18040003			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			11.7		PST	Y		NNNNNNNN							
USGS	11312950	MOUNTAIN HOUSE C TRIB NR ALTAMONT CA	ST	374442	1213750	37.74492874	-121.6316166	M	F	NAD27	NAD83	06	06	001	US								18040003			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN			0.27		PST	Y		NNNNNNNN							
USGS	11313000	DELTA-MENDOTA CN A TRACY PP NR TRACY CA	ST	374749	1213503	37.79687204	-121.5852273	M	F	NAD27	NAD83	06	06	001	US	  SWSWS31 T01S  R04E							18040003			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	11313120	CALIFORNIA AQUEDUCT A DELTA PP NR BYRON CA	ST	374804	1213710	37.80103845	-121.6205059	M	F	NAD27	NAD83	06	06	001	US								18040003			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	372029121383501	PRECIP SAMPLER A LICK OBSERVATORY A MT HAMILTON CA	AT	372029	1213835	37.34138889	-121.6430556	G	F	NAD83	NAD83	06	06	001	US		LICK OBSERVATORY	  24000	 4220	M	 10	NGVD29	18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y									967759600
USGS	372753122025501	SAN FRANCISCO BAY ST AC1 NR COYOTE C CA	ES	372741	1220302	37.46132799	-122.0516287	M	S	NAD27	NAD83	06	06	001	US		MOUNTAIN VIEW	  24000	 0	M	  1	NGVD29			O	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19890906			PST	Y		NNNNNNNN							470647500
USGS	372818122034801	SAN FRANCISCO BAY AT CALAVERAS POINT CA	ES	372818	1220348	37.47160547	-122.0644068	M	U	NAD27	NAD83	06	06	001	US								18050003			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	372844122043800	SOUTH SF BAY A CHANNEL MARKER 17 NR PALO ALTO CA	ES	372844	1220438	37.47882744	-122.078296	M	S	NAD27	NAD83	06	06	001	US		MOUNTAIN VIEW, CA	  24000					18050003			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19920227			PST	N		NNNNNNNN							460741921
USGS	372854122044201	SAN FRANCISCO BAY A PALO ALTO CA	ES	372854	1220442	37.48160515	-122.0794072	M	U	NAD27	NAD83	06	06	001	US								18050003			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	372930122043401	SAN FRANCISCO BAY ST AC2 NR MOWERY C CA	ES	372930	1220434	37.49160494	-122.077185	M	S	NAD27	NAD83	06	06	001	US		MOUNTAIN VIEW	  24000	 0	M	  1	NGVD29			O	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19890906			PST	Y		NNNNNNNN							470647500
USGS	372936122051801	SAN FRANCISCO BAY A DUMBARTON PT CA	ES	372936	1220518	37.49327149	-122.0894075	M	U	NAD27	NAD83	06	06	001	US								18050003			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							
USGS	372949121453901	ALAMEDA C AB DIV DAM FOR AQUEDUCT TO CALAVERAS RES	ST	372949	1214539	37.49694444	-121.7608333	M	S	NAD83	NAD83	06	06	001	US		CALAVERAS RESERVOIR	  24000	 1040	M	 10	NGVD29	18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y									967759600
USGS	372951122052501	SAN FRANCISCO BAY ST AC3 NR DUNBARTON PT CA	ES	372951	1220525	37.49743805	-122.091352	M	S	NAD27	NAD83	06	06	001	US		MOUNTAIN VIEW	  24000	 0	M	  1	NGVD29			O	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN		19890906			PST	Y		NNNNNNNN							470647500
USGS	372952122063401	S SAN FRANCISCO BAY A RR BR NR EAST PALO ALTO CA	ES	372952.3	1220633.5	37.4978611	-122.1093056	G	1	NAD83	NAD83	06	06	001	US		MOUNTAIN VIEW	  24000	 0	M	2.5	NGVD29	18050003			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	N									GR12ZG-AR404
USGS	373009121570901	ARROYO DE LAGUNA A GRIMMER BLVD A FREMONT CA	ST	373009	1215709	37.50243785	-121.9535708	M	S	NAD27	NAD83	06	06	001	US		NILES	  24000	 15	M	 20	NGVD29	18050004			NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y		NNNNNNNN							470600102
USGS	373025122065901	SAN FRANCISCO BAY A OLD DUMBARTON BR NR NEWARK CA	ES	373025	1220659	37.50694444	-122.1163889	N	S	NAD83	NAD83	06	06	001	US		NEWARK	  24000	 0.00	L	.01	NAVD88	18050004			NNNNYNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y									9677-00102
USGS	373026121595101	005S001W08P001M	GW	373026	1215951	37.50716047	-121.9985724	M	F	NAD27	NAD83	06	06	001	US	SESESWS 08T 05SR 01WM	NILES	24000	 8.00	M	4	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19540820				PST	Y	C	YYNYNNNN	N100CACSTL	110ALVM		375			CA-9-358M
USGS	373030121581501	005S001W09J001M	GW	373030	1215815	37.50827119	-121.9719048	M	F	NAD27	NAD83	06	06	001	US	NWSESES 09T 05SR 01WM	NILES	24000	 25.00	M	5	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y	C	NYNYNNNN	N100CACSTL	110ALVM					CA-9-358M
USGS	373150122003201	005S001W06H004M	GW	373150	1220032	37.5304928	-122.0099614	M	S	NAD27	NAD83	06	06	001	US	NWSENES06 T05S R01W M	NEWARK	24000	 26.00	M	005	NGVD29	18050003		F	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19740411				PST	Y	C	YYYNNYYN	N100CACSTL			279	295		479200200
USGS	373205121564401	004S001W35P003M	GW	373205	1215644	37.5346587	-121.946626	M	F	NAD27	NAD83	06	06	001	US	SESWSWS 35T 04SR 01WM	NILES	24000	 115.30	L	.1	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN	19540623				PST	Y	C	YYNYNNNN	N100CACSTL	110ALVM		400			CA-9-358M
USGS	373247121581201	004S001W33A002M	GW	373247	1215812	37.5463252	-121.9710713	M	F	NAD27	NAD83	06	06	001	US	SENENES 33T 04SR 01WM	NILES	24000	 58.00	M	2	NGVD29	18050003		V	NNNNNNNNNNNNNNNNNNNNNNNNNNNNNN					PST	Y	C	NYNYNNNN	N100CACSTL	110ALVM					CA-9-358M
