station_code,station_name,station_type,query,altitude,latitude,longitude,county,river_basin,data_source
SLI,SLIDE CANYON,real-time,/cgi-progs/queryF?SLI,9200,38.092,119.43,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
SLP,SLY PARK,real-time,/cgi-progs/queryF?SLP,3530,38.718,120.563,EL DORADO,COSUMNES R,http://cdec.water.ca.gov/
SMI,SMITH MOUNTAIN,real-time,/cgi-progs/queryF?SMI,3920,36.083,120.608,MONTEREY,SALINAS R,http://cdec.water.ca.gov/
JED,SMITH R NR CRESCENT CITY (JED SMITH SP),real-time,/cgi-progs/queryF?JED,120,41.79150390625,124.076187133789,DEL NORTE,SMITH R,http://cdec.water.ca.gov/
DRF,SMITH RIVER AT DR FINE BRIDGE,real-time,/cgi-progs/queryF?DRF,63,41.883,124.133,DEL NORTE,SMITH R,http://cdec.water.ca.gov/
SNF,SNOW FLAT,real-time,/cgi-progs/queryF?SNF,8700,37.827,119.497,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
SNM,SNOW MOUNTAIN,real-time,/cgi-progs/queryF?SNM,5950,40.778,121.782,SHASTA,PIT R,http://cdec.water.ca.gov/
TST,SNOW SURVEYS TEST STATION,real-time,/cgi-progs/queryF?TST,0,0,0,SACRAMENTO,SACRAMENTO R,http://cdec.water.ca.gov/
GRA,SO FK GUALALA R NR ANNAPOLIS,real-time,/cgi-progs/queryF?GRA,100,38.694,123.409,SONOMA,GUALALA R,http://cdec.water.ca.gov/
ARP,SO FRK AMERICAN R NR PILOT HILL,real-time,/cgi-progs/queryF?ARP,500,38.763,121.007,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
SOD,SODA CREEK,real-time,/cgi-progs/queryF?SOD,1773,39.433,122.983,HUMBOLDT,EEL R,http://cdec.water.ca.gov/
SLD,SOLDIER MOUNTAIN,real-time,/cgi-progs/queryF?SLD,3710,40.926,121.586,SHASTA,PIT R,http://cdec.water.ca.gov/
SSB,SOMES BAR,real-time,/cgi-progs/queryF?SSB,920,41.333,123.5,HUMBOLDT,KLAMATH R,http://cdec.water.ca.gov/
SPS,SONORA PASS BRIDGE,real-time,/cgi-progs/queryF?SPS,8750,38.318,119.601,MONO,WALKER R,http://cdec.water.ca.gov/
SQL,SOQUEL CREEK,real-time,/cgi-progs/queryF?SQL,30,36.983,121.95,SANTA CRUZ,SAN LORENZO R,http://cdec.water.ca.gov/
SDV,SOUTH DIVERSION CANAL,real-time,/cgi-progs/queryF?SDV,373,39.81,122.3292,TEHAMA,SACRAMENTO R,http://cdec.water.ca.gov/
BAS,SOUTH FORK BATTLE CREEK NEAR MANTON,real-time,/cgi-progs/queryF?BAS,997,40.4058036804199,121.980674743652,TEHAMA,SACRAMENTO R,http://cdec.water.ca.gov/
BCO,SOUTH FORK BIG RIVER NEAR COMPTCHE,real-time,/cgi-progs/queryF?BCO,510,39.23,123.463,MENDOCINO,BIG R,http://cdec.water.ca.gov/
SKO,SOUTH FORK KERN RIVER NEAR ONYX,real-time,/cgi-progs/queryF?SKO,2900,35.7374534606934,118.173690795898,KERN,KERN R,http://cdec.water.ca.gov/
SMW,SOUTH FORK MERCED RIVER AT WAWONA,real-time,/cgi-progs/queryF?SMW,3960,37.5417,119.6722,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
SHK,SOUTH FORK MOUNTAIN,real-time,/cgi-progs/queryF?SHK,3450,40.657,122.525,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
SSF,SOUTH FORK STANISLAUS R,real-time,/cgi-progs/queryF?SSF,1600,38.066,120.354,TUOLUMNE,STANISLAUS R,http://cdec.water.ca.gov/
TBH,SOUTH FORK TRINITY RIVER BELOW HYAMPOM,real-time,/cgi-progs/queryF?TBH,12,40.6498641967773,123.494201660156,HUMBOLDT,TRINITY R,http://cdec.water.ca.gov/
WCF,SOUTH FORK WILLOW CREEK NEAR FRUTO,real-time,/cgi-progs/queryF?WCF,400,39.541,122.389,GLENN,SACRAMENTO R,http://cdec.water.ca.gov/
SFH,SOUTH HONCUT CREEK NEAR BANGOR,real-time,/cgi-progs/queryF?SFH,630,39.3683,121.3717,BUTTE,FEATHER R,http://cdec.water.ca.gov/
SLK,SOUTH LAKE,real-time,/cgi-progs/queryF?SLK,9600,37.176,118.562,INYO,OWENS R,http://cdec.water.ca.gov/
SMR,SOUTH MOKELUMNE R @ W WALNUT GROVE RD,real-time,/cgi-progs/queryF?SMR,0,38.2255,121.4911,SAN JOAQUIN,MOKELUMNE R,http://cdec.water.ca.gov/
SME,SOUTH MOUNTAIN EAST,real-time,/cgi-progs/queryF?SME,1020,34.301,119.044,VENTURA,SANTA CLARA R,http://cdec.water.ca.gov/
SPK,SPANISH CK ABV BLACKHAWK CK AT KEDDIE,real-time,/cgi-progs/queryF?SPK,3130,40.0029487609863,120.954399108887,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
SPA,SPANISH LAKE,real-time,/cgi-progs/queryF?SPA,4840,36.262,120.526,FRESNO,LOS GATOS CR (NEAR COALINGA),http://cdec.water.ca.gov/
SGD,SPANISH LAND GRANT DRAIN,real-time,/cgi-progs/queryF?SGD,54,37.4363,121.0362,STANISLAUS,SAN JOAQUIN R,http://cdec.water.ca.gov/
SPT,SPRATT CREEK,real-time,/cgi-progs/queryF?SPT,6150,38.667,119.818,ALPINE,CARSON R,http://cdec.water.ca.gov/
SPC,SPRING CREEK DEBRIS DAM,real-time,/cgi-progs/queryF?SPC,816,40.629,122.474,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
SPP,SPRING CREEK POWERHOUSE,real-time,/cgi-progs/queryF?SPP,600,40.628,122.466,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
SFB,SPRING GAP FOREBAY (PG&E),real-time,/cgi-progs/queryF?SFB,5100,38.172,120.103,CALAVERAS,STANISLAUS R,http://cdec.water.ca.gov/
SGV,SPRINGVILLE TULE POWERPLANT,real-time,/cgi-progs/queryF?SGV,4070,36.1631,118.7072,TULARE,TULE R,http://cdec.water.ca.gov/
SQK,SQUAW LAKE,real-time,/cgi-progs/queryF?SQK,300,32.908,114.494,IMPERIAL,COLORADO R,http://cdec.water.ca.gov/
SQP,SQUAW PEAK,real-time,/cgi-progs/queryF?SQP,4964,42.0697,123.0117,SISKIYOU,KLAMATH R,http://cdec.water.ca.gov/
SWS,SQUAW SPRINGS,real-time,/cgi-progs/queryF?SWS,3620,35.3683,117.5703,SAN BERNARDINO,MOJAVE DESERT,http://cdec.water.ca.gov/
SQV,SQUAW VALLEY GOLD COAST,real-time,/cgi-progs/queryF?SQV,8200,39.194,120.276,PLACER,TRUCKEE R,http://cdec.water.ca.gov/
JRM,ST JOHNS R BLW MCKAY POINT,real-time,/cgi-progs/queryF?JRM,455,36.3897,119.0483,TULARE,KAWEAH R,http://cdec.water.ca.gov/
SMC,ST MARYS COLLEGE,real-time,/cgi-progs/queryF?SMC,620,37.842,122.107,CONTRA COSTA,EAST BAY,http://cdec.water.ca.gov/
SH4,ST. HELENA 4WSW,real-time,/cgi-progs/queryF?SH4,1780,38.492,122.533,NAPA,NAPA R,http://cdec.water.ca.gov/
STP,STAMPEDE,real-time,/cgi-progs/queryF?STP,5956,39.471,120.103,SIERRA,TRUCKEE R,http://cdec.water.ca.gov/
SPL,STAMPEDE (USFS),real-time,/cgi-progs/queryF?SPL,6867,39.483,120.054,SIERRA,TRUCKEE R,http://cdec.water.ca.gov/
SLM,STANISLAUS MEADOW,real-time,/cgi-progs/queryF?SLM,7750,38.5055,119.9373,ALPINE,STANISLAUS R,http://cdec.water.ca.gov/
SPW,STANISLAUS POWERHOUSE,real-time,/cgi-progs/queryF?SPW,1060,38.133,120.367,CALAVERAS,STANISLAUS R,http://cdec.water.ca.gov/
SSC,STANISLAUS POWERHOUSE IN STAN. CANAL,real-time,/cgi-progs/queryF?SSC,2715,38.147,120.349,TUOLUMNE,STANISLAUS R,http://cdec.water.ca.gov/
CLP,STANISLAUS R AT COLLIERVILLE POWERHOUSE,real-time,/cgi-progs/queryF?CLP,1190,38.143,120.378,TUOLUMNE,STANISLAUS R,http://cdec.water.ca.gov/
TCN,STANISLAUS R AT CONFLUENCE N AND M FORKS,real-time,/cgi-progs/queryF?TCN,1200,38.147,120.371,TUOLUMNE,STANISLAUS R,http://cdec.water.ca.gov/
GMB,STANISLAUS R AT GAMBINI PROPERTY,real-time,/cgi-progs/queryF?GMB,98,37.772,120.888,STANISLAUS,STANISLAUS R,http://cdec.water.ca.gov/
GDC,STANISLAUS R AT GOODWIN CANYON,real-time,/cgi-progs/queryF?GDC,400,37.858,120.635,TUOLUMNE,STANISLAUS R,http://cdec.water.ca.gov/
JMP,STANISLAUS R AT JACOB MEYERS PARK,real-time,/cgi-progs/queryF?JMP,98,37.743,120.942,SAN JOAQUIN,STANISLAUS R,http://cdec.water.ca.gov/
KOT,STANISLAUS R AT KOETITZ RANCH,real-time,/cgi-progs/queryF?KOT,54,37.69978,121.170194,STANISLAUS,STANISLAUS R,http://cdec.water.ca.gov/
ORA,STANISLAUS R AT OAKDALE REC AREA,real-time,/cgi-progs/queryF?ORA,98,37.771,120.867,STANISLAUS,STANISLAUS R,http://cdec.water.ca.gov/
OBB,STANISLAUS R AT ORANGE BLOSSOM BRIDGE,real-time,/cgi-progs/queryF?OBB,117,37.783,120.75,STANISLAUS,STANISLAUS R,http://cdec.water.ca.gov/
SBC,STANISLAUS R BEFORE CONF OF SAN JOAQUIN,real-time,/cgi-progs/queryF?SBC,19,37.67,121.225,SAN JOAQUIN,STANISLAUS R,http://cdec.water.ca.gov/
SKF,STANISLAUS R BL GOODWIN NR KNIGHTS FERRY,real-time,/cgi-progs/queryF?SKF,253,37.854,120.637,CALAVERAS,STANISLAUS R,http://cdec.water.ca.gov/
SRJ,STANISLAUS R NEAR JACOB MEYERS PARK,real-time,/cgi-progs/queryF?SRJ,98,37.7469,120.9713,SAN JOAQUIN,STANISLAUS R,http://cdec.water.ca.gov/
OBS,STANISLAUS R NEAR ORANGE BLOSSOM BRIDGE,real-time,/cgi-progs/queryF?OBS,200,37.791,120.765,STANISLAUS,STANISLAUS R,http://cdec.water.ca.gov/
SOK,STANISLAUS RIVER AT OAKDALE,real-time,/cgi-progs/queryF?SOK,120,37.777,120.852,STANISLAUS,STANISLAUS R,http://cdec.water.ca.gov/
RIP,STANISLAUS RIVER AT RIPON,real-time,/cgi-progs/queryF?RIP,73,37.7296524047852,121.110496520996,SAN JOAQUIN,STANISLAUS R,http://cdec.water.ca.gov/
STL,STATE LAKES,real-time,/cgi-progs/queryF?STL,10300,36.927,118.574,FRESNO,KINGS R,http://cdec.water.ca.gov/
STI,STATEN ISLAND,real-time,/cgi-progs/queryF?STI,0,38.117,121.497,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
SSS,STEAMBOAT SLOUGH BTW SAC R AND SUTTER SL,real-time,/cgi-progs/queryF?SSS,10,38.285,121.587,SACRAMENTO,SACRAMENTO R,http://cdec.water.ca.gov/
SRL,STIRLING CITY,real-time,/cgi-progs/queryF?SRL,3520,39.9044,121.5278,BUTTE,FEATHER R,http://cdec.water.ca.gov/
SKT,STOCKTON DEEP WATER CHANNEL,real-time,/cgi-progs/queryF?SKT,15,37.9517,121.3214,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
SDO,STOCKTON DEEP WATER SHIP CHANNEL DO,real-time,/cgi-progs/queryF?SDO,15,37.963,121.365,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
SFS,STOCKTON FIRE STATION,real-time,/cgi-progs/queryF?SFS,14,37.999,121.319,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
BBQ,STONEY CK BLW BLACK BUTTE DAM,real-time,/cgi-progs/queryF?BBQ,366,39.8186,122.3239,TEHAMA,SACRAMENTO R,http://cdec.water.ca.gov/
STC,STONY CREEK ,real-time,/cgi-progs/queryF?STC,200,39.747,122.103,GLENN,STONY CR,http://cdec.water.ca.gov/
STG,STONY GORGE RESERVOIR,real-time,/cgi-progs/queryF?STG,800,39.583,122.533,GLENN,STONY CR,http://cdec.water.ca.gov/
STM,STOUTS MEADOW,real-time,/cgi-progs/queryF?STM,5400,41.17,121.938,SHASTA,MC CLOUD R,http://cdec.water.ca.gov/
SBY,STRAWBERRY VALLEY,real-time,/cgi-progs/queryF?SBY,3810,39.564,121.106,YUBA,FEATHER R,http://cdec.water.ca.gov/
SHC,STUD HORSE CANYON,real-time,/cgi-progs/queryF?SHC,2970,35.289,118.451,KERN,CALIENTE CR,http://cdec.water.ca.gov/
SCC,SUCCESS DAM,real-time,/cgi-progs/queryF?SCC,692,36.061,118.922,TULARE,TULE R,http://cdec.water.ca.gov/
SCW,SUCCESS WEATHER,real-time,/cgi-progs/queryF?SCW,590,36.05,118.9139,TULARE,TULE R,http://cdec.water.ca.gov/
SDA,SUGAR CK BLW DARBEE DITCH NR CALLAHAN,real-time,/cgi-progs/queryF?SDA,3400,41.3156814575195,122.869483947754,SISKIYOU,SCOTT R,http://cdec.water.ca.gov/
SGN,SUGAR CK NR CALLAHAN,real-time,/cgi-progs/queryF?SGN,3130,41.3285942077637,122.843391418457,SISKIYOU,SCOTT R,http://cdec.water.ca.gov/
SUR,SUGAR CUT,real-time,/cgi-progs/queryF?SUR,35,37.78847,121.419333,SAN JOAQUIN,DELTA,http://cdec.water.ca.gov/
SGP,SUGAR PINE,real-time,/cgi-progs/queryF?SGP,3843,39.128,120.75,PLACER,AMERICAN R,http://cdec.water.ca.gov/
SGL,SUGARLOAF,real-time,/cgi-progs/queryF?SGL,6600,36.733,118.667,TULARE,KINGS R,http://cdec.water.ca.gov/
SUG,SUGARLOAF (USFS),real-time,/cgi-progs/queryF?SUG,4200,40.917,122.438,SHASTA,SACRAMENTO R,http://cdec.water.ca.gov/
SGK,SUGARLOAF NR KYBURZ,real-time,/cgi-progs/queryF?SGK,5563,38.7839,120.31,EL DORADO,AMERICAN R,http://cdec.water.ca.gov/
SUC,SUISUN CREEK AT CORDELIA RD,real-time,/cgi-progs/queryF?SUC,0,38.2242,122.1068,SOLANO,DELTA,http://cdec.water.ca.gov/
SDW,SUMMIT MEADOW,real-time,/cgi-progs/queryF?SDW,9313,38.3975,119.5356,MONO,WALKER R,http://cdec.water.ca.gov/
SNC,SUNRISE CLUB,real-time,/cgi-progs/queryF?SNC,0,38.185,122.083,SOLANO,DELTA,http://cdec.water.ca.gov/
SSD,SUSAN R NR STANDISH,real-time,/cgi-progs/queryF?SSD,4030,40.3810920715332,120.435035705566,LASSEN,SUSAN R,http://cdec.water.ca.gov/
SSU,SUSAN RIVER AT SUSANVILLE,real-time,/cgi-progs/queryF?SSU,4190,40.4137153625488,120.664222717285,LASSEN,SUSAN R,http://cdec.water.ca.gov/
LNB,SUTTER BYPASS AT LONGBRIDGE,real-time,/cgi-progs/queryF?LNB,64,39.148,121.84,SUTTER,SACRAMENTO R,http://cdec.water.ca.gov/
SBP,SUTTER BYPASS AT RD 1500 PUMP,real-time,/cgi-progs/queryF?SBP,21,38.7852745056152,121.654319763184,SUTTER,SACRAMENTO R,http://cdec.water.ca.gov/
SB1,SUTTER BYPASS CHANNEL AT PUMPING PLANT 1,real-time,/cgi-progs/queryF?SB1,34,38.9323196411133,121.635330200195,SUTTER,SACRAMENTO R,http://cdec.water.ca.gov/
SB2,SUTTER BYPASS CHANNEL AT PUMPING PLANT 2,real-time,/cgi-progs/queryF?SB2,34,39.0256805419922,121.727180480957,SUTTER,SACRAMENTO R,http://cdec.water.ca.gov/
SB3,SUTTER BYPASS CHANNEL AT PUMPING PLANT 3,real-time,/cgi-progs/queryF?SB3,34,39.1200637817383,121.779777526855,SUTTER,SACRAMENTO R,http://cdec.water.ca.gov/
SUT,SUTTER SLOUGH AT COURTLAND,real-time,/cgi-progs/queryF?SUT,0,38.3286,121.5772,SACRAMENTO,SACRAMENTO R,http://cdec.water.ca.gov/
SWW,SWEETWATER (CDF),real-time,/cgi-progs/queryF?SWW,2150,37.397,121.485,SANTA CLARA,SAN ANTONIO CR (SF BAY),http://cdec.water.ca.gov/
SYC,SYCAMORE CANYON,real-time,/cgi-progs/queryF?SYC,4800,34.583,119.076,VENTURA,SANTA CLARA R,http://cdec.water.ca.gov/
TCC,TAHOE CITY CROSS,real-time,/cgi-progs/queryF?TCC,6750,39.172,120.154,PLACER,LAKE TAHOE,http://cdec.water.ca.gov/
TAL,TALEGA,real-time,/cgi-progs/queryF?TAL,1203,33.475,117.487,SAN DIEGO,SANTA MARGARITA R,http://cdec.water.ca.gov/
TMR,TAMARACK SUMMIT,real-time,/cgi-progs/queryF?TMR,7550,37.165,119.2,FRESNO,SAN JOAQUIN R,http://cdec.water.ca.gov/
TAN,TANBARK ANGELES NF,real-time,/cgi-progs/queryF?TAN,2730,34.167,117.767,LOS ANGELES,LOS ANGELES R,http://cdec.water.ca.gov/
CMP,TARGET RANGE PENDELTON,real-time,/cgi-progs/queryF?CMP,918,33.372,117.359,SAN DIEGO,SANTA MARGARITA R,http://cdec.water.ca.gov/
TAS,TASSAJARA,real-time,/cgi-progs/queryF?TAS,30,37.787441,121.874947,CONTRA COSTA,EAST BAY,http://cdec.water.ca.gov/
TYR,TAYLOR RIDGE,real-time,/cgi-progs/queryF?TYR,4000,40.917,122.817,TRINITY,TRINITY R,http://cdec.water.ca.gov/
TEA,TEAL CLUB AT FRANK HORAN SLOUGH,real-time,/cgi-progs/queryF?TEA,0,38.1766,122.0872,SOLANO,DELTA,http://cdec.water.ca.gov/
TAP,TEHACHAPI AIRPORT,real-time,/cgi-progs/queryF?TAP,3890,35.133,118.438,KERN,CALIENTE CR,http://cdec.water.ca.gov/
TLH,TELEGRAPH HILL,real-time,/cgi-progs/queryF?TLH,3730,38.03,120.353,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
TNY,TENAYA LAKE,real-time,/cgi-progs/queryF?TNY,8150,37.838,119.448,MARIPOSA,MERCED R,http://cdec.water.ca.gov/
TTK,TERMINAL TANK (KB004207),real-time,/cgi-progs/queryF?TTK,650,37.399,121.834,SANTA CLARA,SF BAY,http://cdec.water.ca.gov/
TRM,TERMINUS DAM,real-time,/cgi-progs/queryF?TRM,752,36.415,119.002,TULARE,KAWEAH R,http://cdec.water.ca.gov/
TTT,TEST STATION,real-time,/cgi-progs/queryF?TTT,1000,34.3,120.7,ALAMEDA,ALAMEDA CR,http://cdec.water.ca.gov/
TAB,THERMALITO AFTERBAY,real-time,/cgi-progs/queryF?TAB,140,39.45,121.633,BUTTE,FEATHER R,http://cdec.water.ca.gov/
TWS,THERMALITO RIVER OUTLET WEATHER STATION,real-time,/cgi-progs/queryF?TWS,110,39.458,121.671,BUTTE,FEATHER R,http://cdec.water.ca.gov/
TCK,THOMES CREEK (CDF),real-time,/cgi-progs/queryF?TCK,1025,39.858,122.612,TEHAMA,SACRAMENTO R,http://cdec.water.ca.gov/
THO,THOMES CREEK AT PASKENTA,real-time,/cgi-progs/queryF?THO,720,39.8878402709961,122.528564453125,TEHAMA,SACRAMENTO R,http://cdec.water.ca.gov/
THP,THOMPSON CREEK DAM,real-time,/cgi-progs/queryF?THP,1600,34.139,117.709,LOS ANGELES,LOS ANGELES R,http://cdec.water.ca.gov/
TVL,THOMPSON VALLEY,real-time,/cgi-progs/queryF?TVL,5404,39.979,120.4789,PLUMAS,FEATHER R,http://cdec.water.ca.gov/
TOK,THOUSAND OAKS RAWS,real-time,/cgi-progs/queryF?TOK,795,34.21,118.87,VENTURA,SANTA CLARA R,http://cdec.water.ca.gov/
TMS,THREE MILE SLOUGH,real-time,/cgi-progs/queryF?TMS,15,38.106,121.7,SACRAMENTO,SACRAMENTO R,http://cdec.water.ca.gov/
TSL,THREEMILE SLOUGH AT SAN JOAQUIN RIVER,real-time,/cgi-progs/queryF?TSL,10,38.09,121.687,SACRAMENTO,SACRAMENTO R,http://cdec.water.ca.gov/
TIL,TID CANAL AT LA GRANGE,real-time,/cgi-progs/queryF?TIL,296,37.672,120.443,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
TCP,TIGER CREEK POWERHOUSE,real-time,/cgi-progs/queryF?TCP,2360,38.45,120.483,CALAVERAS,MOKELUMNE R,http://cdec.water.ca.gov/
TLD,TILDEN PARK,real-time,/cgi-progs/queryF?TLD,1905,37.883,122.222,CONTRA COSTA,EAST BAY,http://cdec.water.ca.gov/
TES,TIOGA PASS ENTRY STATION,real-time,/cgi-progs/queryF?TES,9945,37.911,119.257,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
TPI,TOM PAINE SLOUGH ABV INTAKE STRUCTURE,real-time,/cgi-progs/queryF?TPI,9,37.7903,121.4172,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
TPS,TOM PAINE SLOUGH ABV THE MOUTH,real-time,/cgi-progs/queryF?TPS,9,37.7908,121.4175,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
TPP,TOM PAINE SLOUGH NR PESCADERO,real-time,/cgi-progs/queryF?TPP,10,37.7622,121.35,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
TMP,TOMASINI POINT,real-time,/cgi-progs/queryF?TMP,40,38.117,122.85,MARIN,COAST-MARIN,http://cdec.water.ca.gov/
TNR,TONNER CANYON,real-time,/cgi-progs/queryF?TNR,1340,33.9475,117.8222,LOS ANGELES,SANTA ANA R,http://cdec.water.ca.gov/
TPG,TOPANGA RAWS,real-time,/cgi-progs/queryF?TPG,1600,34.1364,118.605,LOS ANGELES,VENTURA LA COASTAL,http://cdec.water.ca.gov/
THA,TOTAL RELEASE-FEATHER R BLW THERMALITO,real-time,/cgi-progs/queryF?THA,900,39.45,121.633,BUTTE,FEATHER R,http://cdec.water.ca.gov/
TRP,TRACY PUMPING PLANT,real-time,/cgi-progs/queryF?TRP,3,37.8,121.585,SAN JOAQUIN,SAN JOAQUIN R,http://cdec.water.ca.gov/
TAF,TRAVIS AFB,real-time,/cgi-progs/queryF?TAF,59,38.2667,121.9333,SOLANO,DELTA,http://cdec.water.ca.gov/
TRI,TRIMMER,real-time,/cgi-progs/queryF?TRI,1540,36.9,119.2,FRESNO,KINGS R,http://cdec.water.ca.gov/
TNC,TRINITY CAMP,real-time,/cgi-progs/queryF?TNC,2100,40.679,122.833,TRINITY,TRINITY R,http://cdec.water.ca.gov/
TGS,TRINITY GUARD STATION,real-time,/cgi-progs/queryF?TGS,4100,40.825,122.66,TRINITY,TRINITY R,http://cdec.water.ca.gov/
CLE,TRINITY LAKE,real-time,/cgi-progs/queryF?CLE,2370,40.801,122.762,TRINITY,TRINITY R,http://cdec.water.ca.gov/
TRC,TRINITY R ABV COFFEE CR NR TRINITY CTR,real-time,/cgi-progs/queryF?TRC,2537,41.111255645752,122.705581665039,TRINITY,TRINITY R,http://cdec.water.ca.gov/
NFH,TRINITY R ABV NF TRINITY NR HELENA,real-time,/cgi-progs/queryF?NFH,1410,40.7665328979492,123.114479064941,TRINITY,TRINITY R,http://cdec.water.ca.gov/
TJC,TRINITY R AT JUNCTION CITY,real-time,/cgi-progs/queryF?TJC,1445,40.7284774780273,123.061973571777,TRINITY,TRINITY R,http://cdec.water.ca.gov/
DGC,TRINITY RIVER AT DOUGLAS CITY,real-time,/cgi-progs/queryF?DGC,1600,40.6452789306641,122.956665039063,TRINITY,TRINITY R,http://cdec.water.ca.gov/
HPA,TRINITY RIVER AT HOOPA,real-time,/cgi-progs/queryF?HPA,330,41.0498504638672,123.673667907715,HUMBOLDT,TRINITY R,http://cdec.water.ca.gov/
TLK,TRINITY RIVER BELOW LIMEKILN GULCH,real-time,/cgi-progs/queryF?TLK,1650,40.673,122.919,TRINITY,TRINITY R,http://cdec.water.ca.gov/
TBR,TRINITY RIVER NEAR BURNT RANCH,real-time,/cgi-progs/queryF?TBR,944,40.7887496948242,123.440040588379,TRINITY,TRINITY R,http://cdec.water.ca.gov/
WPC,TRINITY RIVER NEAR WEITCHPEC,real-time,/cgi-progs/queryF?WPC,300,41.179,123.706,HUMBOLDT,TRINITY R,http://cdec.water.ca.gov/
TRS,TROUGH SPRING,real-time,/cgi-progs/queryF?TRS,4000,39.296,122.654,COLUSA,STONY CR,http://cdec.water.ca.gov/
TK2,TRUCKEE 2,real-time,/cgi-progs/queryF?TK2,6400,39.3,120.194,PLACER,TRUCKEE R,http://cdec.water.ca.gov/
TBB,TRUCKEE R AT BOCA BRIDGE,real-time,/cgi-progs/queryF?TBB,5484,39.3851852416992,120.087699890137,NEVADA,TRUCKEE R,http://cdec.water.ca.gov/
FAR,TRUCKEE RIVER AT FARAD,real-time,/cgi-progs/queryF?FAR,5153,39.4279632568359,120.034088134766,NEVADA,TRUCKEE R,http://cdec.water.ca.gov/
KZK,TRUCKEE RIVER AT KIETZKE,real-time,/cgi-progs/queryF?KZK,4432,39.531,119.785,none specified,TRUCKEE R,http://cdec.water.ca.gov/
TKT,TRUCKEE RIVER AT TAHOE,real-time,/cgi-progs/queryF?TKT,6217,39.164,120.143,PLACER,LAKE TAHOE,http://cdec.water.ca.gov/
TTC,TRUCKEE RIVER AT TAHOE CITY,real-time,/cgi-progs/queryF?TTC,5930,39.1662940979004,120.144355773926,PLACER,TRUCKEE R,http://cdec.water.ca.gov/
TRK,TRUCKEE RIVER NEAR TRUCKEE,real-time,/cgi-progs/queryF?TRK,5858,39.2962951660156,120.205474853516,NEVADA,TRUCKEE R,http://cdec.water.ca.gov/
SCQ,TULE R BLW SUCCESS DAM,real-time,/cgi-progs/queryF?SCQ,536,36.0567,118.9242,TULARE,TULE R,http://cdec.water.ca.gov/
TCD,TULE R CONDUIT BLW TULE DIV DAM,real-time,/cgi-progs/queryF?TCD,5100,36.2086,118.6569,TULARE,TULE R,http://cdec.water.ca.gov/
TLR,TULE R NR ROAD 64,real-time,/cgi-progs/queryF?TLR,240,36.0872,119.4289,TULARE,TULE R,http://cdec.water.ca.gov/
TSG,TULE R NR SPRINGVILLE,real-time,/cgi-progs/queryF?TSG,680,36.1006,118.8686,TULARE,TULE R,http://cdec.water.ca.gov/
TDS,TULLOCH DAM SPILLWAY,real-time,/cgi-progs/queryF?TDS,475,37.874,120.602,TUOLUMNE,STANISLAUS R,http://cdec.water.ca.gov/
TDP,TULLOCK POWERHOUSE TAILRACE,real-time,/cgi-progs/queryF?TDP,360,37.876,120.605,TUOLUMNE,STANISLAUS R,http://cdec.water.ca.gov/
TUN,TUNNEL GUARD STATION,real-time,/cgi-progs/queryF?TUN,8900,36.367,118.288,TULARE,KERN R,http://cdec.water.ca.gov/
TUM,TUOLUMNE MEADOWS,real-time,/cgi-progs/queryF?TUM,8600,37.873,119.35,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
TMM,TUOLUMNE MEADOWS (NPS),real-time,/cgi-progs/queryF?TMM,9200,37.868,119.319,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
TAI,TUOLUMNE R ABV EARLY INTAKE NEAR MATHER,real-time,/cgi-progs/queryF?TAI,2420,37.8793678283691,119.947128295898,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
TGC,TUOLUMNE R AT THE GRAND CYN OF TUOLUMNE ,real-time,/cgi-progs/queryF?TGC,3830,37.9165878295898,119.659896850586,TUOLUMNE,TUOLUMNE R,http://cdec.water.ca.gov/
TTS,TUOLUMNE R AT TURLOCK LK ST REC CAMPGRD,real-time,/cgi-progs/queryF?TTS,110,37.63153,120.5829,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
TRW,TUOLUMNE R AT WATERFORD,real-time,/cgi-progs/queryF?TRW,100,37.6336,120.76556,STANISLAUS,TUOLUMNE R,http://cdec.water.ca.gov/
