
"/cgi-progs/queryGroup?s=B1B&d=24-Dec-2012+17:42&span=12hours","B1B","BATTERY-SACTO,MCCLOUD,PIT (BATTERY VOLTAGE FOR SACTO,MCCLOUD,PIT"
"/cgi-progs/queryGroup?s=B1H&d=24-Dec-2012+17:42&span=12hours","B1H","BATTERY-SAN JOAQUIN R (BATTERY VOLTAGE FOR SAN JOAQUIN R (SNOW)"
"/cgi-progs/queryGroup?s=B2A&d=24-Dec-2012+17:42&span=12hours","B2A","BATTERY-TRINITY/KLAMATH RIVER (BATTERY VOLTAGE - USBR SITES, TRINITY/KLAMATH RIVER"
"/cgi-progs/queryGroup?s=B1F&d=24-Dec-2012+17:42&span=12hours","B1F","BATTERY-TUOLUMNE R (BATTERY VOLTAGE FOR TUOLUMNE (SNOW)"
"/cgi-progs/queryGroup?s=ML1&d=24-Dec-2012+17:42&span=12hours","ML1","BECKWORTH 1 ("
"/cgi-progs/queryGroup?s=ML2&d=24-Dec-2012+17:42&span=12hours","ML2","BECKWORTH 2 ("
"/cgi-progs/queryGroup?s=BDL&d=24-Dec-2012+17:42&span=12hours","BDL","BELDON LANDING (BELDON LANDING"
"/cgi-progs/queryGroup?s=BGB&d=24-Dec-2012+17:42&span=12hours","BGB","BIG BAR (TEMPORARY GROUP) ("
"/cgi-progs/queryGroup?s=BLL&d=24-Dec-2012+17:42&span=12hours","BLL","BLACKLOCK (NE1) (BLACKLOCK (NE1)"
"/cgi-progs/queryGroup?s=MM1&d=24-Dec-2012+17:42&span=12hours","MM1","BLOOMER 1 ("
"/cgi-progs/queryGroup?s=MM2&d=24-Dec-2012+17:42&span=12hours","MM2","BLOOMER 2 ("
"/cgi-progs/queryGroup?s=BOG&d=24-Dec-2012+17:42&span=12hours","BOG","BUTTE SLOUGH OUTFALL GATES ( "
"/cgi-progs/queryGroup?s=MR1&d=24-Dec-2012+17:42&span=12hours","MR1","CALANDRA/JOAQUIN RIDGE (MICROWAVE MOUNTAIN TOP CALANDRA/JOAQUIN RIDGE"
"/cgi-progs/queryGroup?s=CCP&d=24-Dec-2012+17:42&span=12hours","CCP","CANTUA CREEK PRECIP (CANTUA CREEK PRECIPITATION STATIONS"
"/cgi-progs/queryGroup?s=CAP&d=24-Dec-2012+17:42&span=12hours","CAP","CAPLES LAKE (CAPLES LAKE (TEMPORARY)"
"/cgi-progs/queryGroup?s=CDL&d=24-Dec-2012+17:42&span=12hours","CDL","CENTRAL DELTA WATER QUALITY (CENTRAL DELTA WATER QUALITY (USGS)"
"/cgi-progs/queryGroup?s=CL5&d=24-Dec-2012+17:42&span=12hours","CL5","CLIMAT #5-SNOW PILL ("
"/cgi-progs/queryGroup?s=CL1&d=24-Dec-2012+17:42&span=12hours","CL1","CLIMATE #1 ("
"/cgi-progs/queryGroup?s=CL2&d=24-Dec-2012+17:42&span=12hours","CL2","CLIMATE #2 ("
"/cgi-progs/queryGroup?s=CL3&d=24-Dec-2012+17:42&span=12hours","CL3","CLIMATE #3 ("
"/cgi-progs/queryGroup?s=CL4&d=24-Dec-2012+17:42&span=12hours","CL4","CLIMATE #4 ("
"/cgi-progs/queryGroup?s=CL6&d=24-Dec-2012+17:42&span=12hours","CL6","CLIMATE #6 ("
"/cgi-progs/queryGroup?s=CR1&d=24-Dec-2012+17:42&span=12hours","CR1","COE RESERVOIRS #1 ("
"/cgi-progs/queryGroup?s=CR2&d=24-Dec-2012+17:42&span=12hours","CR2","COE RESERVOIRS #2 ("
"/cgi-progs/queryGroup?s=CR3&d=24-Dec-2012+17:42&span=12hours","CR3","COE RESERVOIRS #3 ("
"/cgi-progs/queryGroup?s=CSE&d=24-Dec-2012+17:42&span=12hours","CSE","COLLINSVILLE ON SACRAMENTO R (COLLINSVILLE ON SACRAMENTO RIVER"
"/cgi-progs/queryGroup?s=CRV&d=24-Dec-2012+17:42&span=12hours","CRV","CRANE VALLEY (CRANE VALLEY (PACIFIC GAS & ELECTRIC)"
"/cgi-progs/queryGroup?s=CYG&d=24-Dec-2012+17:42&span=12hours","CYG","CYGNUS-CORDELIA SLOUGH (CYGNUS-CORDELIA SLOUGH"
"/cgi-progs/queryGroup?s=DWP&d=24-Dec-2012+17:42&span=12hours","DWP","D.W.P.***SNOW*** ("
"/cgi-progs/queryGroup?s=AV1&d=24-Dec-2012+17:42&span=12hours","AV1","DAILY AVERAGES #1 ("
"/cgi-progs/queryGroup?s=AV2&d=24-Dec-2012+17:42&span=12hours","AV2","DAILY AVERAGES #2 ("
"/cgi-progs/queryGroup?s=AV3&d=24-Dec-2012+17:42&span=12hours","AV3","DAILY AVERAGES #3 ("
"/cgi-progs/queryGroup?s=AV4&d=24-Dec-2012+17:42&span=12hours","AV4","DAILY AVERAGES #4 ("
"/cgi-progs/queryGroup?s=DE1&d=24-Dec-2012+17:42&span=12hours","DE1","DELTA #1 ("
"/cgi-progs/queryGroup?s=DE2&d=24-Dec-2012+17:42&span=12hours","DE2","DELTA #2 GROUP ("
"/cgi-progs/queryGroup?s=DE3&d=24-Dec-2012+17:42&span=12hours","DE3","DELTA #3 ("
"/cgi-progs/queryGroup?s=PRO&d=24-Dec-2012+17:42&span=12hours","PRO","DELTA PROFILE ("
"/cgi-progs/queryGroup?s=DEL&d=24-Dec-2012+17:42&span=12hours","DEL","DELTA STAGES ("
"/cgi-progs/queryGroup?s=JAK&d=24-Dec-2012+17:42&span=12hours","JAK","DELTA STAT ("
"/cgi-progs/queryGroup?s=DM1&d=24-Dec-2012+17:42&span=12hours","DM1","DREAMFLOWS #1 (EVENT DATA - PERSONAL GROUP"
"/cgi-progs/queryGroup?s=DM2&d=24-Dec-2012+17:42&span=12hours","DM2","DREAMFLOWS #2 (HOURLY DATA - PERSONAL GROUP"
"/cgi-progs/queryGroup?s=DUN&d=24-Dec-2012+17:42&span=12hours","DUN","DUNCAN  SENSORS (SELECTED SENSORS FOR DUNCAN"
"/cgi-progs/queryGroup?s=EBM&d=24-Dec-2012+17:42&span=12hours","EBM","EBMUD DOWNLOAD (EBMUD DOWNLOAD SENSORS"
"/cgi-progs/queryGroup?s=ERF&d=24-Dec-2012+17:42&span=12hours","ERF","EEL RIVER @ FERNBRIDGE (EEL R @FERNBRIDGE PIERS 3,4,5 & ABUTMENT 8 (CALTRANS)"
"/cgi-progs/queryGroup?s=ERH&d=24-Dec-2012+17:42&span=12hours","ERH","ELLEN RUDOLPHS HOURLY GROUP (PERSONAL GROUP"
"/cgi-progs/queryGroup?s=FEA&d=24-Dec-2012+17:42&span=12hours","FEA","FEATHER & YUBA RIVER ("
"/cgi-progs/queryGroup?s=UPF&d=24-Dec-2012+17:42&span=12hours","UPF","FEATHER RESERVOIRS ("
"/cgi-progs/queryGroup?s=MS1&d=24-Dec-2012+17:42&span=12hours","MS1","FREEMONT PK ("
"/cgi-progs/queryGroup?s=GSW&d=24-Dec-2012+17:42&span=12hours","GSW","GAMMA TO SNOW WATER CONTENT (COMPUTED SNOW WATER CONTENT VALUES"
"/cgi-progs/queryGroup?s=GX1&d=24-Dec-2012+17:42&span=12hours","GX1","GEOMATRIX #1 (HOURLY DOWNLOAD  (HOURLY DOWNLOAD FOR CASEY ELLIOTT (GEOMATRIX)"
"/cgi-progs/queryGroup?s=GX2&d=24-Dec-2012+17:42&span=12hours","GX2","GEOMATRIX #2 (EVENT DOWNLOAD) (EVENT DOWNLOAD FOR CASEY ELLIOTT (GEOMATRIX)"
"/cgi-progs/queryGroup?s=GX3&d=24-Dec-2012+17:42&span=12hours","GX3","GEOMATRIX #3 (EVENT DOWNLOAD) (EVENT DOWNLOAD REQUESTED BY MIAO ZHANG (GEOMATRIX)"
"/cgi-progs/queryGroup?s=GIN&d=24-Dec-2012+17:42&span=12hours","GIN","GIN FLAT HOURLY (HOURLY SENSORS"
"/cgi-progs/queryGroup?s=GOD&d=24-Dec-2012+17:42&span=12hours","GOD","GODFATHER II ON SUISUN SLOUGH (GODFATHER II ON SUISUN SLOUGH"
"/cgi-progs/queryGroup?s=FLT&d=24-Dec-2012+17:42&span=12hours","FLT","GOOD YEAR SLGH OUTFALL@NAVAL F (GOOD YEAR SLOUGH OUTFALL @ NAVAL FLEET"
"/cgi-progs/queryGroup?s=GYS&d=24-Dec-2012+17:42&span=12hours","GYS","GOODYEAR SLOUGH (GOODYEAR SLOUGH"
"/cgi-progs/queryGroup?s=GYN&d=24-Dec-2012+17:42&span=12hours","GYN","GREEN VLY CK NORTH OF CORDELIA (GREEN VLY CK NORTH OF CORDELIA JUNCTION"
"/cgi-progs/queryGroup?s=HCS&d=24-Dec-2012+17:42&span=12hours","HCS","HAT CK SERVICE AREA (STAGES FOR HAT CK SITES HCN AND HCB"
"/cgi-progs/queryGroup?s=HET&d=24-Dec-2012+17:42&span=12hours","HET","HETCH HETCHY ("
"/cgi-progs/queryGroup?s=HH1&d=24-Dec-2012+17:42&span=12hours","HH1","HETCH HETCHY HOURLY DOWNLOAD (DOWNLOAD DATA FOR HETCH HETCHY WD"
"/cgi-progs/queryGroup?s=HHW&d=24-Dec-2012+17:42&span=12hours","HHW","HETCH HETCHY WATER AND POWER (HETCH HETCHY WATER AND POWER OPERATIONS GROUP"
"/cgi-progs/queryGroup?s=HHR&d=24-Dec-2012+17:42&span=12hours","HHR","HETCH HETCHY WATER AND POWER (HETCH HETCHY WATER AND POWER STATIONS"
"/cgi-progs/queryGroup?s=MC1&d=24-Dec-2012+17:42&span=12hours","MC1","HORSE MOUNTAIN ("
"/cgi-progs/queryGroup?s=FW1&d=24-Dec-2012+17:42&span=12hours","FW1","HOURLY FLOW GROUP - USBR (FOR USBR WATER SUPPLY"
"/cgi-progs/queryGroup?s=MON&d=24-Dec-2012+17:42&span=12hours","MON","HOURLY MONITOR ("
"/cgi-progs/queryGroup?s=HUN&d=24-Dec-2012+17:42&span=12hours","HUN","HUNTER CUT AT MONTEZUMA SLOUGH (HUNTER CUT AT MONTEZUMA SLOUGH"
"/cgi-progs/queryGroup?s=IBS&d=24-Dec-2012+17:42&span=12hours","IBS","IBIS (IBIS"
"/cgi-progs/queryGroup?s=JB1&d=24-Dec-2012+17:42&span=12hours","JB1","JERRY BARE GROUP ((GROUP FOR DOWNLOADING DATA)"
"/cgi-progs/queryGroup?s=JB2&d=24-Dec-2012+17:42&span=12hours","JB2","JERRY BARE GROUP #2 ((GROUP FOR DOWNLOADING DATA)"
"/cgi-progs/queryGroup?s=JB3&d=24-Dec-2012+17:42&span=12hours","JB3","JERRY BARE GROUP #3 ((GROUP FOR DOWNLOADING DATA)"
"/cgi-progs/queryGroup?s=JBR&d=24-Dec-2012+17:42&span=12hours","JBR","JONES BAR RIVER STAGE AND FLOW (RIVER STAGE AND FLOW FOR DOWNLOAD"
"/cgi-progs/queryGroup?s=K01&d=24-Dec-2012+17:42&span=12hours","K01","K01 SNOW DATA ("
"/cgi-progs/queryGroup?s=K02&d=24-Dec-2012+17:42&span=12hours","K02","K02 SNOW DATA ("
"/cgi-progs/queryGroup?s=K03&d=24-Dec-2012+17:42&span=12hours","K03","K03 SNOW DATA ("
"/cgi-progs/queryGroup?s=K04&d=24-Dec-2012+17:42&span=12hours","K04","K04 SNOW DATA ("
"/cgi-progs/queryGroup?s=K05&d=24-Dec-2012+17:42&span=12hours","K05","K05 SNOW DATA ("
"/cgi-progs/queryGroup?s=K06&d=24-Dec-2012+17:42&span=12hours","K06","K06 SNOW DATA ("
"/cgi-progs/queryGroup?s=K07&d=24-Dec-2012+17:42&span=12hours","K07","K07 SNOW DATA ("
"/cgi-progs/queryGroup?s=K08&d=24-Dec-2012+17:42&span=12hours","K08","K08 SNOW DATA ("
"/cgi-progs/queryGroup?s=K09&d=24-Dec-2012+17:42&span=12hours","K09","K09 SNOW DATA ("
"/cgi-progs/queryGroup?s=K10&d=24-Dec-2012+17:42&span=12hours","K10","K10 SNOW DATA ("
"/cgi-progs/queryGroup?s=K11&d=24-Dec-2012+17:42&span=12hours","K11","K11 SNOW DATA ("
"/cgi-progs/queryGroup?s=K12&d=24-Dec-2012+17:42&span=12hours","K12","K12 SNOW DATA ("
"/cgi-progs/queryGroup?s=K13&d=24-Dec-2012+17:42&span=12hours","K13","K13 SNOW DATA ("
"/cgi-progs/queryGroup?s=KKR&d=24-Dec-2012+17:42&span=12hours","KKR","KERN R PRECIP ("
"/cgi-progs/queryGroup?s=KKS&d=24-Dec-2012+17:42&span=12hours","KKS","KERN R SNOW ("
"/cgi-progs/queryGroup?s=KKT&d=24-Dec-2012+17:42&span=12hours","KKT","KERN R TEMP ("
"/cgi-progs/queryGroup?s=KNG&d=24-Dec-2012+17:42&span=12hours","KNG","KINGS RIVER (KINGS RIVER (PACIFIC GAS & ELECTRIC)"
"/cgi-progs/queryGroup?s=KRS&d=24-Dec-2012+17:42&span=12hours","KRS","KLAMATH RIVER STAGES (KLAMATH RIVER STAGES AND FLOWS"
"/cgi-progs/queryGroup?s=LP1&d=24-Dec-2012+17:42&span=12hours","LP1","LISA PIERCE GROUP #1 - HOURLY ((GROUP FOR DOWNLOADING DATA)"
"/cgi-progs/queryGroup?s=LC1&d=24-Dec-2012+17:42&span=12hours","LC1","LOAD CELL GAGES ("
"/cgi-progs/queryGroup?s=LOW&d=24-Dec-2012+17:42&span=12hours","LOW","LOW FLOW ("
"/cgi-progs/queryGroup?s=LOS&d=24-Dec-2012+17:42&span=12hours","LOS","LOWER SACRAMENTO ("
"/cgi-progs/queryGroup?s=MRZ&d=24-Dec-2012+17:42&span=12hours","MRZ","MARTINEZ (MARTINEZ"
"/cgi-progs/queryGroup?s=MAR&d=24-Dec-2012+17:42&span=12hours","MAR","MARTIS CK RESERVOIR GROUP (COMBINED DATA FROM MRT AND MTK"
"/cgi-progs/queryGroup?s=MTR&d=24-Dec-2012+17:42&span=12hours","MTR","MATTOLE RIVER ("
"/cgi-progs/queryGroup?s=MES&d=24-Dec-2012+17:42&span=12hours","MES","MENDOCINO EMERGENCY SERVICES (MENDOCINO EMERGENCY SERVICES AUTHORITY SENSORS"
"/cgi-progs/queryGroup?s=MR2&d=24-Dec-2012+17:42&span=12hours","MR2","MERCED RIVER (MERCED RIVER STAGE AND FLOWS"
"/cgi-progs/queryGroup?s=MQ1&d=24-Dec-2012+17:42&span=12hours","MQ1","MONITOR WATER QUAL#1 ("
"/cgi-progs/queryGroup?s=MQ2&d=24-Dec-2012+17:42&span=12hours","MQ2","MONITOR WATER QUAL#2 ("
"/cgi-progs/queryGroup?s=MSL&d=24-Dec-2012+17:42&span=12hours","MSL","MONTEZUMA SLOUGH AT ROARING R (MONTEZUMA SLOUGH AT ROARING RIVER"
"/cgi-progs/queryGroup?s=ME1&d=24-Dec-2012+17:42&span=12hours","ME1","MOUNT CAHTO (MICROWAVE GROUP - MOUNT CAHTO"
"/cgi-progs/queryGroup?s=MA1&d=24-Dec-2012+17:42&span=12hours","MA1","MOUNT PIERCE ("
"/cgi-progs/queryGroup?s=MD1&d=24-Dec-2012+17:42&span=12hours","MD1","MOUNT PRATT ("
"/cgi-progs/queryGroup?s=MG1&d=24-Dec-2012+17:42&span=12hours","MG1","MOUNT ST. HELENA 1 ("
"/cgi-progs/queryGroup?s=MG2&d=24-Dec-2012+17:42&span=12hours","MG2","MOUNT ST. HELENA 2 ("
"/cgi-progs/queryGroup?s=MG3&d=24-Dec-2012+17:42&span=12hours","MG3","MOUNT ST. HELENA 3 ("
"/cgi-progs/queryGroup?s=MN1&d=24-Dec-2012+17:42&span=12hours","MN1","MOUNT ZION 1 ("
"/cgi-progs/queryGroup?s=MN2&d=24-Dec-2012+17:42&span=12hours","MN2","MOUNT ZION 2 ("
"/cgi-progs/queryGroup?s=MN3&d=24-Dec-2012+17:42&span=12hours","MN3","MOUNT ZION 3 ("
"/cgi-progs/queryGroup?s=MT1&d=24-Dec-2012+17:42&span=12hours","MT1","MT. LOWE ("
"/cgi-progs/queryGroup?s=NO1&d=24-Dec-2012+17:42&span=12hours","NO1","N. COAST #1-STAGES ("
"/cgi-progs/queryGroup?s=NP1&d=24-Dec-2012+17:42&span=12hours","NP1","N. COAST PRECIP #1 ("
"/cgi-progs/queryGroup?s=NP2&d=24-Dec-2012+17:42&span=12hours","NP2","N. COAST PRECIP #2 ("
"/cgi-progs/queryGroup?s=NP3&d=24-Dec-2012+17:42&span=12hours","NP3","N. COAST PRECIP #3 ("
"/cgi-progs/queryGroup?s=WIL&d=24-Dec-2012+17:42&span=12hours","WIL","N. COAST PRECIP #3 ("
"/cgi-progs/queryGroup?s=NO2&d=24-Dec-2012+17:42&span=12hours","NO2","N. COAST#2-STAGES ("
"/cgi-progs/queryGroup?s=NO3&d=24-Dec-2012+17:42&span=12hours","NO3","N.COAST #3 - STAGES ("
"/cgi-progs/queryGroup?s=NSL&d=24-Dec-2012+17:42&span=12hours","NSL","NATIONAL STEEL (NATIONAL STEEL"
"/cgi-progs/queryGroup?s=NFE&d=24-Dec-2012+17:42&span=12hours","NFE","NEW FIELDS GROUP EVENT (NEW FIELDS GROUP EVENT"
"/cgi-progs/queryGroup?s=NFR&d=24-Dec-2012+17:42&span=12hours","NFR","NEW FIELDS GROUP HOURLY (NEW FIELDS GROUP HOURLY"
"/cgi-progs/queryGroup?s=NCG&d=24-Dec-2012+17:42&span=12hours","NCG","NORTH COAST - CHRISTOPHER HART (PERSONAL GROUP"
"/cgi-progs/queryGroup?s=NO4&d=24-Dec-2012+17:42&span=12hours","NO4","NORTH COAST 15-MINUTE STAGES (NORTH COAST 15-MINUTE RIVER STAGE DATA (SAME AS NO3)"
"/cgi-progs/queryGroup?s=NDL&d=24-Dec-2012+17:42&span=12hours","NDL","NORTH DELTA WATER QUALITY (NORTH DELTA WATER QUALITY (USGS)"
"/cgi-progs/queryGroup?s=OM6&d=24-Dec-2012+17:42&span=12hours","OM6","O&M 15-MINUTE STATIONS (O&M 15-MINUTE STATIONS (FOR THIER REPORTS)"
"/cgi-progs/queryGroup?s=OM3&d=24-Dec-2012+17:42&span=12hours","OM3","O&M FLOW STATIONS (O&M FLOW STATIONS"
"/cgi-progs/queryGroup?s=OM1&d=24-Dec-2012+17:42&span=12hours","OM1","O&M GROUP 1  (USED BY SCHEDULING SECTION"
"/cgi-progs/queryGroup?s=OM5&d=24-Dec-2012+17:42&span=12hours","OM5","O&M MISC STATIONS (O&M MISC STATIONS (FOR THIER REPORTS)"
"/cgi-progs/queryGroup?s=OM4&d=24-Dec-2012+17:42&span=12hours","OM4","O&M STAGE STATIONS (O&M STAGE STATIONS (FOR THIER REPORTS)"
"/cgi-progs/queryGroup?s=OM2&d=24-Dec-2012+17:42&span=12hours","OM2","O&M WQ STATIONS (O&M WATER QUALITY STATIONS"
"/cgi-progs/queryGroup?s=OBI&d=24-Dec-2012+17:42&span=12hours","OBI","OLD RIVER AT BACON ISLAND-USGS (OLD RIVER AT BACON ISLAND (USGS) EVENT SENSORS"
"/cgi-progs/queryGroup?s=ORG&d=24-Dec-2012+17:42&span=12hours","ORG","OLD RIVER NEAR DMC (OLD RIVER NEAR DMC (ABOVE AND BELOW DAM)"
"/cgi-progs/queryGroup?s=ORR&d=24-Dec-2012+17:42&span=12hours","ORR","OROVILLE PRECIP ("
"/cgi-progs/queryGroup?s=STR&d=24-Dec-2012+17:42&span=12hours","STR","OSTRANDER LAKE HOURLY (HOURLY SENSORS"
"/cgi-progs/queryGroup?s=P03&d=24-Dec-2012+17:42&span=12hours","P03","PAGE5 HOURLY PRECIP. ("
"/cgi-progs/queryGroup?s=R01&d=24-Dec-2012+17:42&span=12hours","R01","PAGE5-SMITH R ("
"/cgi-progs/queryGroup?s=R02&d=24-Dec-2012+17:42&span=12hours","R02","PAGE5:KLAMATH-TRINIT ("
"/cgi-progs/queryGroup?s=R03&d=24-Dec-2012+17:42&span=12hours","R03","PAGE5:MAD-MATTOLE ("
"/cgi-progs/queryGroup?s=PP3&d=24-Dec-2012+17:42&span=12hours","PP3","PG&E PRECIP - CENTRAL HYDRO 1 (PG&E PRECIPITATION - CENTRAL HYDRO AREA 1 FROM SATELLITE"
"/cgi-progs/queryGroup?s=PP4&d=24-Dec-2012+17:42&span=12hours","PP4","PG&E PRECIP - CENTRAL HYDRO 2 (PG&E PRECIPITATION - CENTRAL HYDRO AREA 2 FROM SATELLITE"
"/cgi-progs/queryGroup?s=PP1&d=24-Dec-2012+17:42&span=12hours","PP1","PG&E PRECIP - NORTHERN HYDRO 1 (PG&E PRECIPITATION - NORTHERN HYDRO AREA 1 FROM SATELLITE"
"/cgi-progs/queryGroup?s=PP2&d=24-Dec-2012+17:42&span=12hours","PP2","PG&E PRECIP - NORTHERN HYDRO 2 (PG&E PRECIPITATION - NORTHERN HYDRO AREA 2 FROM SATELLITE"
"/cgi-progs/queryGroup?s=PP5&d=24-Dec-2012+17:42&span=12hours","PP5","PG&E PRECIP - SOUTHERN HYDRO (PG&E PRECIPITATION - SOUTHERN HYDRO AREA FROM SATELLITE"
"/cgi-progs/queryGroup?s=PT3&d=24-Dec-2012+17:42&span=12hours","PT3","PG&E TEMP - CENTRAL HYDRO 1 (PG&E TEMPERATURE - CENTRAL HYDRO AREA 1 FROM SATELLITE"
"/cgi-progs/queryGroup?s=PT4&d=24-Dec-2012+17:42&span=12hours","PT4","PG&E TEMP - CENTRAL HYDRO 2 (PG&E TEMPERATURE - CENTRAL HYDRO AREA 2 FROM SATELLITE"
"/cgi-progs/queryGroup?s=PT1&d=24-Dec-2012+17:42&span=12hours","PT1","PG&E TEMP - NORTHERN HYDRO 1 (PG&E TEMPERATURE - NORTHERN HYDRO AREA 1 FROM SATELLITE"
"/cgi-progs/queryGroup?s=PT2&d=24-Dec-2012+17:42&span=12hours","PT2","PG&E TEMP - NORTHERN HYDRO 2 (PG&E TEMPERATURE - NORTHERN HYDRO AREA 2 FROM SATELLITE"
"/cgi-progs/queryGroup?s=PT5&d=24-Dec-2012+17:42&span=12hours","PT5","PG&E TEMP - SOUTHERN HYDRO (PG&E TEMPERATURE - SOUTHERN HYDRO AREA FROM SATELLITE"
"/cgi-progs/queryGroup?s=PG2&d=24-Dec-2012+17:42&span=12hours","PG2","POTTER VALLEY PROJECT (Eel River Flow Report (below Cape Horn Dam) HOURLY"
"/cgi-progs/queryGroup?s=PO1&d=24-Dec-2012+17:42&span=12hours","PO1","PRECIP #1 ("
"/cgi-progs/queryGroup?s=PO2&d=24-Dec-2012+17:42&span=12hours","PO2","PRECIP #2 ("
"/cgi-progs/queryGroup?s=PPT&d=24-Dec-2012+17:42&span=12hours","PPT","PRISONERS POINT (PRISONERS POINT"
"/cgi-progs/queryGroup?s=PPL&d=24-Dec-2012+17:42&span=12hours","PPL","PUMPING PLANTS 1,2,3 (SUTTER PUMPING PLANTS AND BYPASS CHANNELS"
"/cgi-progs/queryGroup?s=NUL&d=24-Dec-2012+17:42&span=12hours","NUL","QUINCY ("
"/cgi-progs/queryGroup?s=RSG&d=24-Dec-2012+17:42&span=12hours","RSG","RAIN SAMPL ("
"/cgi-progs/queryGroup?s=FH1&d=24-Dec-2012+17:42&span=12hours","FH1","RALPH FINCH EVENT DOWNLOAD (EVENT DOWNLOAD GROUP"
"/cgi-progs/queryGroup?s=FH2&d=24-Dec-2012+17:42&span=12hours","FH2","RALPH FINCH HOURLY DOWNLOAD ("
"/cgi-progs/queryGroup?s=MB1&d=24-Dec-2012+17:42&span=12hours","MB1","RED MOUNTAIN ("
"/cgi-progs/queryGroup?s=RIP&d=24-Dec-2012+17:42&span=12hours","RIP","RIPON DATA (STANISLAUS RIVER DATA COLLECTED BY USGS AND USBR"
